종목명,종목코드,현재가,시가총액,매출성장률,순이익률,부채비율,PER,PBR,평가점수,종합평가,평가이유,성장성점수,수익성점수,안정성점수,투자지표점수
코스맥스비티아이,044820,19040,182858655840,-4.931594018453707,1.3386880856760375,239.22475106685633,16.6235,0.6858,20,주의 필요,매출 성장률이 -4.93%로 저조함; 순이익률이 1.34%로 개선 필요; 부채비율이 239.22%로 높음; PER이 16.62로 고평가 가능성; PBR이 0.69로 적정 수준,0,0,0,20
이글벳,044960,4365,55181819295,-2.570093457943925,8.872901678657074,25.925925925925924,16.2299,1.1478,20,주의 필요,매출 성장률이 -2.57%로 저조함; 순이익률이 8.87%로 개선 필요; 부채비율이 25.93%로 높음; PER이 16.23로 고평가 가능성; PBR이 1.15로 적정 수준,0,0,0,20
에이치엔에스하이텍,044990,15280,122791057920,-5.459057071960298,19.291338582677163,7.735849056603773,,,30,주의 필요,매출 성장률이 -5.46%로 저조함; 순이익률이 19.29%로 양호함; 부채비율이 7.74%로 안정적임; PER이 nan로 고평가 가능성; PBR이 nan로 고평가 가능성,0,10,20,0
오공,045060,2600,44049132400,2.904040404040404,4.9079754601226995,22.22222222222222,6.5745,0.3782,30,주의 필요,매출 성장률이 2.90%로 저조함; 순이익률이 4.91%로 개선 필요; 부채비율이 22.22%로 높음; PER이 6.57로 적정 수준; PBR이 0.38로 저평가 가능성,0,0,0,30
한양이엔지,045100,18720,336960000000,15.601247320210485,6.440192194217315,50.9468438538206,5.3656,0.5732,50,보통,매출 성장률이 15.60%로 양호함; 순이익률이 6.44%로 개선 필요; 부채비율이 50.95%로 높음; PER이 5.37로 적정 수준; PBR이 0.57로 적정 수준,10,0,0,40
성우테크론,045300,3100,32076831500,23.37278106508876,5.515587529976019,39.46251768033947,13.9464,0.4521,50,보통,매출 성장률이 23.37%로 우수함; 순이익률이 5.52%로 개선 필요; 부채비율이 39.46%로 높음; PER이 13.95로 적정 수준; PBR이 0.45로 저평가 가능성,20,0,0,30
토탈소프트,045340,7010,59991860400,28.57142857142857,29.468599033816425,55.839416058394164,9.3737,2.2963,60,좋음,매출 성장률이 28.57%로 우수함; 순이익률이 29.47%로 우수함; 부채비율이 55.84%로 높음; PER이 9.37로 적정 수준; PBR이 2.30로 고평가 가능성,20,20,0,20
대아티아이,045390,4595,323825167315,32.7693677649154,9.859154929577464,118.562874251497,18.5043,2.4477,20,주의 필요,매출 성장률이 32.77%로 우수함; 순이익률이 9.86%로 개선 필요; 부채비율이 118.56%로 높음; PER이 18.50로 고평가 가능성; PBR이 2.45로 고평가 가능성,20,0,0,0
정원엔시스,045510,949,30566618108,8.17575083426029,0.46272493573264784,112.5,50.9444,0.7019,20,주의 필요,매출 성장률이 8.18%로 저조함; 순이익률이 0.46%로 개선 필요; 부채비율이 112.50%로 높음; PER이 50.94로 고평가 가능성; PBR이 0.70로 적정 수준,0,0,0,20
크린앤사이언스,045520,4245,27592500000,-8.54054054054054,-8.747044917257684,320.4081632653061,-3.5375,1.1205,30,주의 필요,매출 성장률이 -8.54%로 저조함; 순이익률이 -8.75%로 개선 필요; 부채비율이 320.41%로 높음; PER이 -3.54로 저평가 가능성; PBR이 1.12로 적정 수준,0,0,0,30
에이텍,045660,13630,112583800000,1148.6486486486485,33.549783549783555,63.81909547738693,3.8035,1.1008,70,좋음,매출 성장률이 1148.65%로 우수함; 순이익률이 33.55%로 우수함; 부채비율이 63.82%로 높음; PER이 3.80로 저평가 가능성; PBR이 1.10로 적정 수준,20,20,0,30
코아시아,045970,4795,126179830420,-5.24364406779661,-17.747344885410843,176.4069264069264,-2.1643,0.8898,30,주의 필요,매출 성장률이 -5.24%로 저조함; 순이익률이 -17.75%로 개선 필요; 부채비율이 176.41%로 높음; PER이 -2.16로 저평가 가능성; PBR이 0.89로 적정 수준,0,0,0,30
코다코,046070,10280,159196994920,-14.285714285714285,20.047732696897373,2667.6923076923076,3.4162,2.5677,30,주의 필요,매출 성장률이 -14.29%로 저조함; 순이익률이 20.05%로 우수함; 부채비율이 2667.69%로 높음; PER이 3.42로 저평가 가능성; PBR이 2.57로 고평가 가능성,0,20,0,10
오르비텍,046120,3915,107464737690,3.90625,3.308270676691729,89.42807625649914,12.4959,1.8069,40,보통,매출 성장률이 3.91%로 저조함; 순이익률이 3.31%로 개선 필요; 부채비율이 89.43%로 높음; PER이 12.50로 적정 수준; PBR이 1.81로 적정 수준,0,0,0,40
HLB파나진,046210,2020,91155970360,7.317073170731707,-15.909090909090908,44.021024967148485,-28.4862,1.239,30,주의 필요,매출 성장률이 7.32%로 저조함; 순이익률이 -15.91%로 개선 필요; 부채비율이 44.02%로 높음; PER이 -28.49로 저평가 가능성; PBR이 1.24로 적정 수준,0,0,0,30
백금T&A,046310,2920,47942431720,-10.66198008201523,11.60655737704918,33.83838383838384,2.8037,0.4886,30,주의 필요,매출 성장률이 -10.66%로 저조함; 순이익률이 11.61%로 양호함; 부채비율이 33.84%로 높음; PER이 2.80로 저평가 가능성; PBR이 0.49로 저평가 가능성,0,10,0,20
삼화네트웍스,046390,1260,54397895580,-25.16025641025641,4.068522483940043,16.41025641025641,-49.4526,0.92,50,보통,매출 성장률이 -25.16%로 저조함; 순이익률이 4.07%로 개선 필요; 부채비율이 16.41%로 안정적임; PER이 -49.45로 저평가 가능성; PBR이 0.92로 적정 수준,0,0,20,30
KG모빌리언스,046440,5390,204878222780,-4.828326180257511,3.0815482901164972,55.18731988472623,38.6563,0.5886,20,주의 필요,매출 성장률이 -4.83%로 저조함; 순이익률이 3.08%로 개선 필요; 부채비율이 55.19%로 높음; PER이 38.66로 고평가 가능성; PBR이 0.59로 적정 수준,0,0,0,20
서울반도체,046890,7100,413968340000,5.6276636962417665,-0.17423200366804217,79.91440798858773,-18.3986,0.6047,30,주의 필요,매출 성장률이 5.63%로 저조함; 순이익률이 -0.17%로 개선 필요; 부채비율이 79.91%로 높음; PER이 -18.40로 저평가 가능성; PBR이 0.60로 적정 수준,0,0,0,30
우원개발,046940,2870,51873384500,19.92079207920792,0.2311756935270806,120.17291066282421,64.8417,0.4959,20,주의 필요,매출 성장률이 19.92%로 양호함; 순이익률이 0.23%로 개선 필요; 부채비율이 120.17%로 높음; PER이 64.84로 고평가 가능성; PBR이 0.50로 저평가 가능성,10,0,0,10
우리로,046970,1240,54342998760,-13.186813186813188,-10.759493670886076,50.753768844221106,-8.6259,1.3279,30,주의 필요,매출 성장률이 -13.19%로 저조함; 순이익률이 -10.76%로 개선 필요; 부채비율이 50.75%로 높음; PER이 -8.63로 저평가 가능성; PBR이 1.33로 적정 수준,0,0,0,30
대우건설,047040,3810,1583522250780,-9.823314273940143,2.3125404623176813,192.06755727832768,7.5658,0.3705,30,주의 필요,매출 성장률이 -9.82%로 저조함; 순이익률이 2.31%로 개선 필요; 부채비율이 192.07%로 높음; PER이 7.57로 적정 수준; PBR이 0.37로 저평가 가능성,0,0,0,30
포스코인터내셔널,047050,52300,9200761812400,-2.3903805292640525,1.556547766289022,135.88543438329137,17.5487,1.2708,20,주의 필요,매출 성장률이 -2.39%로 저조함; 순이익률이 1.56%로 개선 필요; 부채비율이 135.89%로 높음; PER이 17.55로 고평가 가능성; PBR이 1.27로 적정 수준,0,0,0,20
한빛소프트,047080,1339,33237142718,28.57142857142857,4.504504504504505,88.50574712643679,15.1078,1.8439,40,보통,매출 성장률이 28.57%로 우수함; 순이익률이 4.50%로 개선 필요; 부채비율이 88.51%로 높음; PER이 15.11로 고평가 가능성; PBR이 1.84로 적정 수준,20,0,0,20
파워로직스,047310,4640,169873903200,-5.1474392136575275,1.3635124079629124,90.87155963302752,48.5354,0.8153,20,주의 필요,매출 성장률이 -5.15%로 저조함; 순이익률이 1.36%로 개선 필요; 부채비율이 90.87%로 높음; PER이 48.54로 고평가 가능성; PBR이 0.82로 적정 수준,0,0,0,20
유니온머티리얼,047400,1636,68712000000,-6.9527896995708165,-42.89667896678967,797.4025974025974,-1.6438,1.8968,30,주의 필요,매출 성장률이 -6.95%로 저조함; 순이익률이 -42.90%로 개선 필요; 부채비율이 797.40%로 높음; PER이 -1.64로 저평가 가능성; PBR이 1.90로 적정 수준,0,0,0,30
이스트소프트,047560,20750,242260234000,10.81081081081081,-14.243902439024389,124.97175141242937,-17.5551,2.7616,20,주의 필요,매출 성장률이 10.81%로 양호함; 순이익률이 -14.24%로 개선 필요; 부채비율이 124.97%로 높음; PER이 -17.56로 저평가 가능성; PBR이 2.76로 고평가 가능성,10,0,0,10
코데즈컴바인,047770,1723,65202803246,-5.714285714285714,4.797979797979798,31.12094395280236,26.0811,0.955,20,주의 필요,매출 성장률이 -5.71%로 저조함; 순이익률이 4.80%로 개선 필요; 부채비율이 31.12%로 높음; PER이 26.08로 고평가 가능성; PBR이 0.95로 적정 수준,0,0,0,20
초록뱀미디어,047820,5180,126671357400,-12.847078325735598,21.778411792677126,25.962211336599022,6.632,0.3963,50,보통,매출 성장률이 -12.85%로 저조함; 순이익률이 21.78%로 우수함; 부채비율이 25.96%로 높음; PER이 6.63로 적정 수준; PBR이 0.40로 저평가 가능성,0,20,0,30
현대바이오,048410,6060,291010944480,58.94736842105262,-45.6953642384106,71.8274111675127,-20.4937,4.6674,30,주의 필요,매출 성장률이 58.95%로 우수함; 순이익률이 -45.70%로 개선 필요; 부채비율이 71.83%로 높음; PER이 -20.49로 저평가 가능성; PBR이 4.67로 고평가 가능성,20,0,0,10
유라테크,048430,8310,95731200000,-3.9580352885073915,6.653426017874876,22.520661157024794,7.1441,0.6694,40,보통,매출 성장률이 -3.96%로 저조함; 순이익률이 6.65%로 개선 필요; 부채비율이 22.52%로 높음; PER이 7.14로 적정 수준; PBR이 0.67로 적정 수준,0,0,0,40
대동스틸,048470,4425,44250000000,1.5261627906976742,0.28632784538296346,32.42467718794835,,0.633,20,주의 필요,매출 성장률이 1.53%로 저조함; 순이익률이 0.29%로 개선 필요; 부채비율이 32.42%로 높음; PER이 nan로 고평가 가능성; PBR이 0.63로 적정 수준,0,0,0,20
인트론바이오,048530,4180,142750185160,-33.33333333333333,-40.625,3.1026252983293556,-33.9881,1.6647,50,보통,매출 성장률이 -33.33%로 저조함; 순이익률이 -40.62%로 개선 필요; 부채비율이 3.10%로 안정적임; PER이 -33.99로 저평가 가능성; PBR이 1.66로 적정 수준,0,0,20,30
SM C&C,048550,1336,129210732320,-13.668499607227021,-12.92083712465878,180.07202881152463,-8.1265,1.4129,30,주의 필요,매출 성장률이 -13.67%로 저조함; 순이익률이 -12.92%로 개선 필요; 부채비율이 180.07%로 높음; PER이 -8.13로 저평가 가능성; PBR이 1.41로 적정 수준,0,0,0,30
TPC,048770,2035,31945411685,0.23201856148491878,-5.555555555555555,168.24644549763033,-5.0707,0.749,30,주의 필요,매출 성장률이 0.23%로 저조함; 순이익률이 -5.56%로 개선 필요; 부채비율이 168.25%로 높음; PER이 -5.07로 저평가 가능성; PBR이 0.75로 적정 수준,0,0,0,30
엔피케이,048830,1084,20296732532,2.5396825396825395,-1.238390092879257,50.77605321507761,-22.5519,0.4543,20,주의 필요,매출 성장률이 2.54%로 저조함; 순이익률이 -1.24%로 개선 필요; 부채비율이 50.78%로 높음; PER이 -22.55로 저평가 가능성; PBR이 0.45로 저평가 가능성,0,0,0,20
시너지이노베이션,048870,2940,259023969540,8.89423076923077,19.97792494481236,33.60272224585283,23.7637,1.104,30,주의 필요,매출 성장률이 8.89%로 저조함; 순이익률이 19.98%로 양호함; 부채비율이 33.60%로 높음; PER이 23.76로 고평가 가능성; PBR이 1.10로 적정 수준,0,10,0,20
대원미디어,048910,10060,126544196760,-18.886428345460295,-0.62402496099844,58.21812596006144,-97.3417,0.9697,30,주의 필요,매출 성장률이 -18.89%로 저조함; 순이익률이 -0.62%로 개선 필요; 부채비율이 58.22%로 높음; PER이 -97.34로 저평가 가능성; PBR이 0.97로 적정 수준,0,0,0,30
인탑스,049070,16300,280360000000,6.459993072393488,3.806734992679356,16.70121793210676,26.2019,0.3688,30,주의 필요,매출 성장률이 6.46%로 저조함; 순이익률이 3.81%로 개선 필요; 부채비율이 16.70%로 안정적임; PER이 26.20로 고평가 가능성; PBR이 0.37로 저평가 가능성,0,0,20,10
기가레인,049080,478,40574239866,-5.8690744920993225,-14.388489208633093,85.5397148676171,-5.483,0.8131,30,주의 필요,매출 성장률이 -5.87%로 저조함; 순이익률이 -14.39%로 개선 필요; 부채비율이 85.54%로 높음; PER이 -5.48로 저평가 가능성; PBR이 0.81로 적정 수준,0,0,0,30
파인디앤씨,049120,896,46603418624,49.42528735632184,-4.0,197.1830985915493,-12.5955,1.2428,50,보통,매출 성장률이 49.43%로 우수함; 순이익률이 -4.00%로 개선 필요; 부채비율이 197.18%로 높음; PER이 -12.60로 저평가 가능성; PBR이 1.24로 적정 수준,20,0,0,30
셀루메드,049180,903,49626227889,35.0418410041841,-24.632068164213788,672.5274725274726,-1.5754,2.3217,30,주의 필요,매출 성장률이 35.04%로 우수함; 순이익률이 -24.63%로 개선 필요; 부채비율이 672.53%로 높음; PER이 -1.58로 저평가 가능성; PBR이 2.32로 고평가 가능성,20,0,0,10
코메론,049430,11260,101880480000,4.674220963172805,36.94181326116374,4.180887372013651,3.8301,0.4415,60,좋음,매출 성장률이 4.67%로 저조함; 순이익률이 36.94%로 우수함; 부채비율이 4.18%로 안정적임; PER이 3.83로 저평가 가능성; PBR이 0.44로 저평가 가능성,0,20,20,20
SGA,049470,1983,116723839767,-16.82027649769585,-3.0470914127423825,16.022099447513813,129.6932,3.295,20,주의 필요,매출 성장률이 -16.82%로 저조함; 순이익률이 -3.05%로 개선 필요; 부채비율이 16.02%로 안정적임; PER이 129.69로 고평가 가능성; PBR이 3.29로 고평가 가능성,0,0,20,0
오픈베이스,049480,2560,80441300480,10.931372549019608,3.4025629695095003,88.56209150326796,12.7685,0.8823,50,보통,매출 성장률이 10.93%로 양호함; 순이익률이 3.40%로 개선 필요; 부채비율이 88.56%로 높음; PER이 12.77로 적정 수준; PBR이 0.88로 적정 수준,10,0,0,40
유아이엘,049520,3590,115768180360,27.883167720566092,7.016717683070403,41.51133501259446,3.992,0.6121,50,보통,매출 성장률이 27.88%로 우수함; 순이익률이 7.02%로 개선 필요; 부채비율이 41.51%로 높음; PER이 3.99로 저평가 가능성; PBR이 0.61로 적정 수준,20,0,0,30
잉크테크,049550,3245,63622368865,17.67515923566879,4.194857916102842,109.3544137022398,39.764,0.8344,30,주의 필요,매출 성장률이 17.68%로 양호함; 순이익률이 4.19%로 개선 필요; 부채비율이 109.35%로 높음; PER이 39.76로 고평가 가능성; PBR이 0.83로 적정 수준,10,0,0,20
재영솔루텍,049630,778,70557511642,29.38443670150987,3.7701974865350087,190.27576197387518,141.115,1.0229,40,보통,매출 성장률이 29.38%로 우수함; 순이익률이 3.77%로 개선 필요; 부채비율이 190.28%로 높음; PER이 141.12로 고평가 가능성; PBR이 1.02로 적정 수준,20,0,0,20
고려신용정보,049720,10430,149149000000,8.280657395701644,7.705779334500876,83.93194706994329,11.2142,2.9505,20,주의 필요,매출 성장률이 8.28%로 저조함; 순이익률이 7.71%로 개선 필요; 부채비율이 83.93%로 높음; PER이 11.21로 적정 수준; PBR이 2.95로 고평가 가능성,0,0,0,20
동원F&B,049770,44700,862514214000,2.8159970647587595,2.8503880810063342,98.13463847077293,7.248,0.807,40,보통,매출 성장률이 2.82%로 저조함; 순이익률이 2.85%로 개선 필요; 부채비율이 98.13%로 높음; PER이 7.25로 적정 수준; PBR이 0.81로 적정 수준,0,0,0,40
우진플라임,049800,2010,40200000000,-1.1786892975011787,1.1450381679389312,208.1384471468662,50.25,0.3863,10,주의 필요,매출 성장률이 -1.18%로 저조함; 순이익률이 1.15%로 개선 필요; 부채비율이 208.14%로 높음; PER이 50.25로 고평가 가능성; PBR이 0.39로 저평가 가능성,0,0,0,10
승일,049830,8640,52981447680,1.7618040873854828,2.5623268698060944,18.70794078061911,11.0378,0.3578,50,보통,매출 성장률이 1.76%로 저조함; 순이익률이 2.56%로 개선 필요; 부채비율이 18.71%로 안정적임; PER이 11.04로 적정 수준; PBR이 0.36로 저평가 가능성,0,0,20,30
미래컴퍼니,049950,15730,138705315320,-38.538812785388124,-10.549777117384844,18.412698412698415,-19.815,1.1188,50,보통,매출 성장률이 -38.54%로 저조함; 순이익률이 -10.55%로 개선 필요; 부채비율이 18.41%로 안정적임; PER이 -19.82로 저평가 가능성; PBR이 1.12로 적정 수준,0,0,20,30
